"","soc_code","soc_lmi_title","employment","projected_2030","change_employment","percent_change","annual_openings_growth","exits","transfers","total_openings","median_wage","median_wage_symbol","jobsohioregion"
"2175","51-9161","Computer Numerically Controlled Tool Operators","1918",1884,-34,-0.0177,-3,65,140,202,"18.45",NA,"Northwest"
"2176","51-9162","Computer Numerically Controlled Tool Programmers","158",200,42,0.2658,4,6,13,23,"23.98",NA,"Northwest"
"2177","51-9192","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","131",142,11,0.084,1,5,10,16,"14.76",NA,"Northwest"
"2178","51-9195","Molders, Shapers, and Casters, Except Metal and Plastic","1133",1135,2,0.0018,0,41,74,115,"18.45",NA,"Northwest"
"2179","51-9196","Paper Goods Machine Setters, Operators, and Tenders","833",885,52,0.0624,5,39,57,101,"18.29",NA,"Northwest"
"2180","51-9198","Helpers--Production Workers","1126",1019,-107,-0.095,-11,50,101,140,"17.850000000000001",NA,"Northwest"
"2181","51-9199","Production Workers, All Other","1479",1518,39,0.0264,4,51,111,166,"14.37",NA,"Northwest"
"2182","53-0000","Transportation and Material Moving Occupations","58628",61869,3241,0.0553,324,2722,4801,7847,"17.59",NA,"Northwest"
"2183","53-3031","Driver/Sales Workers","3021",3394,373,0.1235,37,131,218,386,"11.07",NA,"Northwest"
"2184","53-3032","Heavy and Tractor-Trailer Truck Drivers","10563",10522,-41,-0.0039,-4,432,715,1143,"23.12",NA,"Northwest"
"2185","53-3033","Light Truck or Delivery Services Drivers","3722",4020,298,0.0801,30,158,262,450,"18.190000000000001",NA,"Northwest"
"2186","53-3052","Bus Drivers, Transit and Intercity","117",156,39,0.3333,4,9,7,20,"18.23",NA,"Northwest"
"2187","53-3058","Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","1807",2198,391,0.2164,39,132,100,271,"18.05","^^^","Northwest"
"2188","53-6021","Parking Lot Attendants","406",447,41,0.101,4,21,44,69,"11.62",NA,"Northwest"
"2189","53-6031","Automotive and Watercraft Service Attendants","590",571,-19,-0.0322,-2,27,52,77,"13.63",NA,"Northwest"
"2190","53-7011","Conveyor Operators and Tenders","252",264,12,0.0476,1,8,22,31,"23.63",NA,"Northwest"
"2191","53-7021","Crane and Tower Operators","155",161,6,0.0387,1,4,12,17,"22.62",NA,"Northwest"
"2192","53-7051","Industrial Truck and Tractor Operators","5506",5849,343,0.0623,34,171,436,641,"18.309999999999999",NA,"Northwest"
"2193","53-7061","Cleaners of Vehicles and Equipment","1991",2071,80,0.0402,8,99,181,288,"13.81",NA,"Northwest"
"2194","53-7062","Laborers and Freight, Stock, and Material Movers, Hand","12040",13071,1031,0.0856,103,549,1092,1744,"14.82",NA,"Northwest"
"2195","53-7063","Machine Feeders and Offbearers","127",137,10,0.0787,1,8,10,19,"17.48",NA,"Northwest"
"2196","53-7064","Packers and Packagers, Hand","3595",3729,134,0.0373,13,209,296,518,"14.42",NA,"Northwest"
"2197","53-7065","Stockers and Order Fillers","10466",10798,332,0.0317,33,605,1037,1675,"14.42",NA,"Northwest"
"2198","53-7081","Refuse and Recyclable Material Collectors","464",532,68,0.1466,7,21,45,73,"18.010000000000002",NA,"Northwest"
"2199","53-7121","Tank Car, Truck, and Ship Loaders","324",328,4,0.0123,0,10,28,38,"18.77",NA,"Northwest"
"2200","00-0000","Total, All Occupations","888939",942233,53294,0.06,5329,38372,59776,103477,"22.25",NA,"Southwest"
"2201","11-0000","Management Occupations","51343",55595,4252,0.0828,425,1390,2846,4661,"49.28",NA,"Southwest"
"2202","11-1011","Chief Executives","1163",1070,-93,-0.08,-9,30,45,66,"#",NA,"Southwest"
"2203","11-1021","General and Operations Managers","10919",11695,776,0.0711,78,226,701,1005,"47.59",NA,"Southwest"
"2204","11-1031","Legislators","261",265,4,0.0153,0,6,13,19,"36915","**","Southwest"
"2205","11-2021","Marketing Managers","1629",1722,93,0.0571,9,34,106,149,"63.68",NA,"Southwest"
"2206","11-2022","Sales Managers","2181",2312,131,0.0601,13,45,142,200,"64.040000000000006",NA,"Southwest"
"2207","11-2030","Public Relations and Fundraising Managers","363",392,29,0.0799,3,10,21,34,"57.62","^","Southwest"
"2208","11-3010","Administrative Services and Facilities Managers","1964",2097,133,0.0677,13,58,101,172,"47.73","^","Southwest"
"2209","11-3021","Computer and Information Systems Managers","2870",3062,192,0.0669,19,48,169,236,"63.68",NA,"Southwest"
"2210","11-3031","Financial Managers","5277",6084,807,0.1529,81,116,285,482,"61.55",NA,"Southwest"
"2211","11-3051","Industrial Production Managers","2063",2118,55,0.0267,6,40,99,145,"57.4",NA,"Southwest"
"2212","11-3061","Purchasing Managers","500",524,24,0.048,2,11,28,41,"61.66",NA,"Southwest"
"2213","11-3071","Transportation, Storage, and Distribution Managers","908",1012,104,0.1145,10,18,53,81,"47.08",NA,"Southwest"
"2214","11-3111","Compensation and Benefits Managers","112",112,0,0,0,2,6,8,"62.12",NA,"Southwest"
"2215","11-3121","Human Resources Managers","819",869,50,0.0611,5,20,47,72,"61.17",NA,"Southwest"
"2216","11-3131","Training and Development Managers","203",218,15,0.0739,2,5,14,21,"57.54",NA,"Southwest"
"2217","11-9013","Farmers, Ranchers, and Other Agricultural Managers","4784",4997,213,0.0445,21,302,170,493,"35.119999999999997","^","Southwest"
"2218","11-9021","Construction Managers","1877",2094,217,0.1156,22,41,100,163,"47.78",NA,"Southwest"
"2219","11-9031","Education Administrators, Preschool and Childcare Center/Program","326",364,38,0.1166,4,8,16,28,"22.39",NA,"Southwest"
"2220","11-9032","Education Administrators, Elementary and Secondary School","1153",1272,119,0.1032,12,30,56,98,"97597","**","Southwest"
"2221","11-9033","Education Administrators, Postsecondary","336",335,-1,-0.003,0,8,16,24,"49.35",NA,"Southwest"
"2222","11-9039","Education Administrators, All Other","111",127,16,0.1441,2,3,6,11,"29.67",NA,"Southwest"
"2223","11-9041","Architectural and Engineering Managers","1268",1288,20,0.0158,2,23,65,90,"64.78",NA,"Southwest"
"2224","11-9051","Food Service Managers","1788",2058,270,0.151,27,59,154,240,"28.78",NA,"Southwest"
"2225","11-9081","Lodging Managers","134",143,9,0.0672,1,5,10,16,"24.41",NA,"Southwest"
"2226","11-9111","Medical and Health Services Managers","2368",3068,700,0.2956,70,68,138,276,"49.03",NA,"Southwest"
"2227","11-9121","Natural Sciences Managers","272",287,15,0.0551,2,6,14,22,"61.3",NA,"Southwest"
"2228","11-9141","Property, Real Estate, and Community Association Managers","1719",1774,55,0.032,6,66,66,138,"28.42",NA,"Southwest"
"2229","11-9151","Social and Community Service Managers","843",925,82,0.0973,8,26,47,81,"31.33",NA,"Southwest"
"2230","11-9198","Personal Service Managers; Entertainment & Recreation Managers, Except Gambling; and Managers, All Other","2933",3108,175,0.0597,18,70,148,236,"59.93","^^^","Southwest"
"2231","13-0000","Business and Financial Operations Occupations","64534",68549,4015,0.0622,402,1736,3904,6042,"30.91",NA,"Southwest"
"2232","13-1020","Buyers and Purchasing Agents","2996",2833,-163,-0.0544,-16,99,187,270,"30.66",NA,"Southwest"
"2233","13-1031","Claims Adjusters, Examiners, and Investigators","3145",3004,-141,-0.0448,-14,72,160,218,"29.6",NA,"Southwest"
"2234","13-1041","Compliance Officers","1576",1654,78,0.0495,8,39,86,133,"35.54",NA,"Southwest"
"2235","13-1051","Cost Estimators","1526",1526,0,0,0,43,92,135,"32.200000000000003",NA,"Southwest"
"2236","13-1071","Human Resources Specialists","5629",6212,583,0.1036,58,160,394,612,"29.11",NA,"Southwest"
"2237","13-1075","Labor Relations Specialists","509",451,-58,-0.1139,-6,13,32,39,"39.14",NA,"Southwest"
"2238","13-1081","Logisticians","899",1169,270,0.3003,27,22,67,116,"37.6",NA,"Southwest"
"2239","13-1111","Management Analysts","6288",6857,569,0.0905,57,211,378,646,"38.020000000000003",NA,"Southwest"
"2240","13-1121","Meeting, Convention, and Event Planners","792",876,84,0.1061,8,25,61,94,"23.27",NA,"Southwest"
"2241","13-1131","Fundraisers","1035",1116,81,0.0783,8,33,68,109,"29.29",NA,"Southwest"
"2242","13-1141","Compensation, Benefits, and Job Analysis Specialists","597",646,49,0.0821,5,19,36,60,"29.36",NA,"Southwest"
"2243","13-1151","Training and Development Specialists","2636",2928,292,0.1108,29,84,170,283,"22.69",NA,"Southwest"
"2244","13-1161","Market Research Analysts and Marketing Specialists","5829",6977,1148,0.1969,115,152,468,735,"30.23",NA,"Southwest"
"2245","13-1198","Project Management Specialists and Business Operations Specialists, All Other","9420",9725,305,0.0324,30,222,469,721,"35.9","^^^","Southwest"
"2246","13-2011","Accountants and Auditors","8842",9293,451,0.051,45,253,537,835,"36.03",NA,"Southwest"
"2247","13-2020","Property Appraisers and Assessors","141",140,-1,-0.0071,0,5,5,10,"30.91",NA,"Southwest"
"2248","13-2031","Budget Analysts","203",216,13,0.064,1,5,11,17,"36.76",NA,"Southwest"
"2249","13-2041","Credit Analysts","510",489,-21,-0.0412,-2,8,34,40,"30.57",NA,"Southwest"
"2250","13-2052","Personal Financial Advisors","2077",2270,193,0.0929,19,49,107,175,"41.27",NA,"Southwest"
"2251","13-2053","Insurance Underwriters","1883",1776,-107,-0.0568,-11,37,95,121,"36.76",NA,"Southwest"
"2252","13-2061","Financial Examiners","809",984,175,0.2163,18,24,42,84,"34.94",NA,"Southwest"
"2253","13-2072","Loan Officers","2700",2755,55,0.0204,6,59,148,213,"29.6",NA,"Southwest"
"2254","13-2081","Tax Examiners and Collectors, and Revenue Agents","287",261,-26,-0.0906,-3,11,12,20,"42.6",NA,"Southwest"
"2255","13-2082","Tax Preparers","375",385,10,0.0267,1,21,21,43,"15.45",NA,"Southwest"
"2256","13-2098","Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other","3580",3748,168,0.0469,17,64,209,290,"35.21","^^^","Southwest"
"2257","15-0000","Computer and Mathematical Occupations","35368",38983,3615,0.1022,362,765,1831,2958,"38.53",NA,"Southwest"
"2258","15-1211","Computer Systems Analysts","4376",4428,52,0.0119,5,86,217,308,"47.62",NA,"Southwest"
"2259","15-1212","Information Security Analysts","1062",1343,281,0.2646,28,18,66,112,"47.62",NA,"Southwest"
"2260","15-1231","Computer Network Support Specialists","1638",1701,63,0.0385,6,31,88,125,"28.9",NA,"Southwest"
"2261","15-1232","Computer User Support Specialists","4738",5111,373,0.0787,37,92,261,390,"23.07",NA,"Southwest"
"2262","15-1241","Computer Network Architects","995",992,-3,-0.003,0,14,45,59,"50.53",NA,"Southwest"
"2263","15-1244","Network and Computer Systems Administrators","2823",2908,85,0.0301,8,48,135,191,"38.42",NA,"Southwest"
"2264","15-1245","Database Administrators and Architects","914",965,51,0.0558,5,22,46,73,"47.44","^^^","Southwest"
"2265","15-1251","Computer Programmers","1574",1405,-169,-0.1074,-17,30,68,81,"37.89",NA,"Southwest"
"2266","15-1256","Software Developers and Software Quality Assurance Analysts and Testers","11386",13391,2005,0.1761,200,287,608,1095,"49.49","^^^","Southwest"
"2267","15-1257","Web Developers and Digital Interface Designers","1021",1122,101,0.0989,10,25,52,87,"49.49","^^^","Southwest"
"2268","15-1299","Computer Occupations, All Other","2110",2206,96,0.0455,10,50,106,166,"44.97",NA,"Southwest"
"2269","15-2011","Actuaries","541",643,102,0.1885,10,9,23,42,"47.88",NA,"Southwest"
"2270","15-2031","Operations Research Analysts","1144",1398,254,0.222,25,27,55,107,"44.44",NA,"Southwest"
"2271","15-2098","Data Scientists and Mathematical Science Occupations, All Other","555",692,137,0.2468,14,13,31,58,"30.03","^^^","Southwest"
"2272","17-0000","Architecture and Engineering Occupations","17539",18270,731,0.0417,73,416,826,1315,"38.119999999999997",NA,"Southwest"
"2273","17-1011","Architects, Except Landscape and Naval","591",610,19,0.0321,2,16,26,44,"37.99",NA,"Southwest"
"2274","17-1022","Surveyors","167",174,7,0.0419,1,6,8,15,"29.68",NA,"Southwest"
"2275","17-2011","Aerospace Engineers","1351",1348,-3,-0.0022,0,28,47,75,"61.62",NA,"Southwest"
"2276","17-2031","Biomedical Engineers","129",134,5,0.0388,0,3,5,8,"38.29",NA,"Southwest"
"2277","17-2041","Chemical Engineers","171",178,7,0.0409,1,3,6,10,"45.95",NA,"Southwest"
"2278","17-2051","Civil Engineers","1431",1551,120,0.0839,12,30,74,116,"37.99",NA,"Southwest"
"2279","17-2071","Electrical Engineers","1218",1293,75,0.0616,8,30,50,88,"46.05",NA,"Southwest"
"2280","17-2072","Electronics Engineers, Except Computer","703",735,32,0.0455,3,17,29,49,"48.22",NA,"Southwest"
"2281","17-2081","Environmental Engineers","172",171,-1,-0.0058,0,4,8,12,"45.95",NA,"Southwest"
"2282","17-2112","Industrial Engineers","2999",3327,328,0.1094,33,69,127,229,"45.95",NA,"Southwest"
"2283","17-2131","Materials Engineers","277",284,7,0.0253,1,6,11,18,"47.62",NA,"Southwest"
"2284","17-2141","Mechanical Engineers","2758",2865,107,0.0388,11,48,116,175,"47.54",NA,"Southwest"
"2285","17-2199","Engineers, All Other","1175",1188,13,0.0111,1,25,49,75,"47.69",NA,"Southwest"
"2286","17-3011","Architectural and Civil Drafters","572",554,-18,-0.0315,-2,17,36,51,"28.81",NA,"Southwest"
"2287","17-3012","Electrical and Electronics Drafters","181",181,0,0,0,6,12,18,"29.78",NA,"Southwest"
"2288","17-3013","Mechanical Drafters","313",293,-20,-0.0639,-2,9,19,26,"29.68",NA,"Southwest"
"2289","17-3022","Civil Engineering Technicians","314",321,7,0.0223,1,10,20,31,"28.68",NA,"Southwest"
"2290","17-3023","Electrical and Electronics Engineering Technicians","478",475,-3,-0.0063,0,14,29,43,"29.63",NA,"Southwest"
"2291","17-3026","Industrial Engineering Technicians","548",578,30,0.0547,3,17,35,55,"28.52",NA,"Southwest"
"2292","17-3027","Mechanical Engineering Technicians","411",426,15,0.0365,2,13,26,41,"28.67",NA,"Southwest"
"2293","17-3031","Surveying and Mapping Technicians","187",190,3,0.016,0,7,16,23,"22.75",NA,"Southwest"
"2294","17-3098","Calibration and Engineering Technologists and Technicians, Except Drafters, All Other","403",413,10,0.0248,1,12,25,38,"29.18","^^^","Southwest"
"2295","19-0000","Life, Physical, and Social Science Occupations","7981",8547,566,0.0709,57,170,578,805,"30.81",NA,"Southwest"
"2296","19-1012","Food Scientists and Technologists","130",136,6,0.0462,1,3,11,15,"45.47",NA,"Southwest"
"2297","19-1022","Microbiologists","201",212,11,0.0547,1,3,14,18,"22.82",NA,"Southwest"
"2298","19-1042","Medical Scientists, Except Epidemiologists","1087",1261,174,0.1601,17,16,68,101,"39.75",NA,"Southwest"
"2299","19-2031","Chemists","886",922,36,0.0406,4,13,67,84,"36.06",NA,"Southwest"
"2300","19-2041","Environmental Scientists and Specialists, Including Health","105",110,5,0.0476,0,2,8,10,"30.88",NA,"Southwest"
"2301","19-3022","Survey Researchers","101",109,8,0.0792,1,2,7,10,"30.81",NA,"Southwest"
"2302","19-3031","Clinical, Counseling, and School Psychologists","774",841,67,0.0866,7,21,32,60,"38.96","^^^","Southwest"
"2303","19-3039","Psychologists, All Other","332",354,22,0.0663,2,9,13,24,"45.78",NA,"Southwest"
"2304","19-3051","Urban and Regional Planners","129",133,4,0.031,0,2,9,11,"36.06",NA,"Southwest"
"2305","19-4031","Chemical Technicians","504",498,-6,-0.0119,-1,9,45,53,"23.31",NA,"Southwest"
"2306","19-4042","Environmental Science and Protection Technicians, Including Health","355",375,20,0.0563,2,10,34,46,"22.75",NA,"Southwest"
"2307","19-4099","Life, Physical, and Social Science Technicians, All Other","108",115,7,0.0648,1,3,10,14,"23.99",NA,"Southwest"
"2308","19-5011","Occupational Health and Safety Specialists","754",790,36,0.0477,4,21,33,58,"37.979999999999997",NA,"Southwest"
"2309","21-0000","Community and Social Service Occupations","18378",19992,1614,0.0878,161,682,1211,2054,"22.87",NA,"Southwest"
"2310","21-1012","Educational, Guidance, School, and Vocational Counselors","1683",1909,226,0.1343,23,58,106,187,"29.79",NA,"Southwest"
"2311","21-1015","Rehabilitation Counselors","520",542,22,0.0423,2,17,32,51,"18.420000000000002",NA,"Southwest"
"2312","21-1018","Substance Abuse, Behavioral Disorder, and Mental Health Counselors","1373",1677,304,0.2214,30,50,90,170,"23.03",NA,"Southwest"
"2313","21-1019","Counselors, All Other","264",268,4,0.0152,0,9,16,25,"22.42",NA,"Southwest"
"2314","21-1021","Child, Family, and School Social Workers","2046",2284,238,0.1163,24,61,137,222,"22.75",NA,"Southwest"
"2315","21-1022","Healthcare Social Workers","1340",1477,137,0.1022,14,40,89,143,"29.28",NA,"Southwest"
"2316","21-1023","Mental Health and Substance Abuse Social Workers","1058",1258,200,0.189,20,32,73,125,"18.68",NA,"Southwest"
"2317","21-1029","Social Workers, All Other","369",383,14,0.0379,1,10,24,35,"28.58",NA,"Southwest"
"2318","21-1091","Health Educators","276",307,31,0.1123,3,10,20,33,"29.94",NA,"Southwest"
"2319","21-1092","Probation Officers and Correctional Treatment Specialists","363",367,4,0.011,0,8,22,30,"29.09",NA,"Southwest"
"2320","21-1093","Social and Human Service Assistants","2206",2495,289,0.131,29,94,177,300,"17.97",NA,"Southwest"
"2321","21-1094","Community Health Workers","362",423,61,0.1685,6,13,27,46,"18.510000000000002",NA,"Southwest"
"2322","21-2011","Clergy","5131",5182,51,0.0099,5,212,298,515,"23.47",NA,"Southwest"
"2323","23-0000","Legal Occupations","6193",6511,318,0.0513,32,170,237,439,"37.68",NA,"Southwest"
"2324","23-1011","Lawyers","3944",4144,200,0.0507,20,87,100,207,"50.28",NA,"Southwest"
"2325","23-1023","Judges, Magistrate Judges, and Magistrates","244",245,1,0.0041,0,5,6,11,"63.23",NA,"Southwest"
"2326","23-2011","Paralegals and Legal Assistants","1576",1696,120,0.0761,12,63,110,185,"22.57",NA,"Southwest"
"2327","25-0000","Education, Training, and Library Occupations","47684",53164,5480,0.1149,548,2011,2283,4842,"29.14",NA,"Southwest"
"2328","25-1032","Engineering Teachers, Postsecondary","309",322,13,0.0421,1,14,15,30,"105785","**","Southwest"
"2329","25-1042","Biological Science Teachers, Postsecondary","248",260,12,0.0484,1,11,12,24,"81896","**","Southwest"
"2330","25-1052","Chemistry Teachers, Postsecondary","113",113,0,0,0,5,5,10,"82736","**","Southwest"
"2331","25-1071","Health Specialties Teachers, Postsecondary","3377",3978,601,0.178,60,164,172,396,"167851","**","Southwest"
"2332","25-1072","Nursing Instructors and Teachers, Postsecondary","516",589,73,0.1415,7,25,26,58,"76353","**","Southwest"
"2333","25-1081","Education Teachers, Postsecondary","429",432,3,0.007,0,19,20,39,"63942","**","Southwest"
"2334","25-1122","Communications Teachers, Postsecondary","161",162,1,0.0062,0,7,8,15,"77907","**","Southwest"
"2335","25-1123","English Language and Literature Teachers, Postsecondary","359",358,-1,-0.0028,0,16,17,33,"64005","**","Southwest"
"2336","25-1124","Foreign Language and Literature Teachers, Postsecondary","176",177,1,0.0057,0,8,8,16,"63722","**","Southwest"
"2337","25-1126","Philosophy and Religion Teachers, Postsecondary","120",121,1,0.0083,0,5,6,11,"78176","**","Southwest"
"2338","25-1194","Vocational Education Teachers, Postsecondary","209",212,3,0.0144,0,9,10,19,"23.97",NA,"Southwest"
